Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,total,floor_grouped
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,2860,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,0,0,2600,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,20,1,1,0,2210,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,20,1,1,0,2627,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,108,4,0,0,6835,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,33,1,0,0,4681,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,138,3,0,1,4891,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,220,4,0,1,7554,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,220,3,1,0,10640,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,117,2,0,0,4748,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,49,1,0,0,1528,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,103,2,1,0,2923,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,40,1,0,0,2153,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,70,1,0,0,2831,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,300,4,2,1,7667,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,75,1,0,0,1591,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Brás,51,2,0,1,2686,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,0,1,3196,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Liberdade,46,1,0,0,2655,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,33,1,0,1,2597,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,25,1,0,1,2139,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,46,2,0,0,2763,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,48,1,0,1,2680,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,46,1,0,0,2316,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,110,2,0,0,2318,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,35,1,0,1,2959,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,50,1,1,0,2627,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Aclimação,35,1,0,0,1640,0-5
Não aceita,Sem mobília,Metrô próx.,Casa,Mooca,60,1,0,0,2760,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,30,1,0,0,1481,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,30,1,0,0,2116,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,33,1,0,0,1528,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,58,1,1,0,1673,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,25,1,0,0,1889,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,40,1,0,0,1567,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Brás,40,1,0,0,1998,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Liberdade,90,3,0,1,3019,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,32,1,1,0,1861,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,48,1,0,1,3188,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,39,1,0,0,1392,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,1,0,0,2586,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,52,2,0,1,3546,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,42,1,1,0,2713,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Cambuci,34,1,0,0,2054,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,51,1,0,0,2208,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Brás,64,1,0,0,1733,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,33,1,0,0,1895,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,48,1,0,1,3535,11-15
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,30,1,0,0,2125,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,40,1,0,0,1376,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,34,1,1,0,1651,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,52,2,0,1,3796,16-20
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,30,1,0,0,1917,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,34,1,1,0,1570,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,35,1,0,0,1705,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,49,1,1,1,3090,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,33,1,1,0,1813,16-20
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,52,1,0,0,2772,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,30,1,1,0,1538,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,58,2,1,1,5210,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,63,2,0,1,2538,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,39,1,0,0,2743,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,44,2,0,0,1996,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,30,1,0,0,1818,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,27,1,0,0,1318,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,33,1,0,0,1301,16-20
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,80,2,0,0,2898,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,500,4,3,0,7065,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,35,1,0,0,1383,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,38,1,0,0,2006,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,120,2,1,1,5728,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,65,2,0,0,3346,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,0,1,3383,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,38,1,0,0,2398,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,38,1,0,0,2398,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,25,1,0,0,2581,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,80,1,1,1,2682,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,80,2,0,0,3641,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,140,2,0,1,4966,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,58,1,1,0,4451,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,2601,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,2653,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,125,2,0,1,4267,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,90,2,0,1,4916,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,103,3,1,1,4808,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,37,1,1,1,4461,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,130,3,1,0,7371,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,120,2,0,1,4766,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Aclimação,212,4,4,3,17190,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,220,3,1,0,10640,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,95,2,1,0,4845,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,45,1,0,0,1490,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,40,1,0,0,2380,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,300,4,2,1,7667,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,0,1,3325,16-20
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,25,1,0,0,2756,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Cambuci,60,1,0,0,962,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,54,1,1,1,2752,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,40,1,0,1,3069,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,35,1,1,1,2173,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,41,1,1,1,3385,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,45,1,0,1,2348,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Brás,15,1,0,0,1090,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,41,1,1,1,3425,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,70,1,0,1,3217,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,48,1,1,1,2615,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,38,1,0,1,2156,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,50,1,0,1,2132,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,0,1,3196,16-20
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,40,1,0,1,2616,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,42,1,0,1,2844,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,45,1,0,1,3281,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,35,1,0,1,3533,20+
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,30,1,0,1,1675,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,29,1,0,1,1736,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,30,1,1,1,2668,20+
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,40,1,1,0,1990,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,34,1,0,0,2221,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Mooca,53,2,1,1,2471,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,28,1,0,0,1321,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,55,2,0,0,2322,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,38,1,1,1,2550,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,65,2,0,1,2091,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,72,1,0,0,2952,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,80,2,0,0,2547,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,30,1,0,0,2191,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,26,1,0,0,1768,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,28,1,0,0,1242,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,42,1,0,0,1733,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,70,1,1,1,2342,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,30,1,0,0,1783,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,38,1,0,0,1406,16-20
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,34,1,0,0,1548,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,25,1,1,0,2118,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,35,1,0,0,2518,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,45,1,0,0,2035,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,62,1,0,0,2604,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,45,1,0,1,3370,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,40,1,1,0,2148,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,45,1,0,0,2879,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,28,1,0,0,2159,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,44,1,0,0,2006,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,56,1,0,1,3559,16-20
Aceita pet,Mobiliado,Metrô próx.,Studio,Mooca,37,1,1,0,1920,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Higienópolis,30,1,0,0,2034,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,33,1,0,0,2008,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,55,2,1,1,2426,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,78,2,0,0,2480,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,37,1,1,0,1475,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Liberdade,56,2,0,1,2583,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,101,3,1,0,3280,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,25,1,0,0,1613,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,38,1,1,0,1828,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,42,1,1,1,3452,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,36,1,0,0,2644,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,39,1,0,0,1618,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,97,4,0,0,2636,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,29,1,0,0,1981,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,31,1,0,0,1330,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,48,1,0,1,3762,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,23,1,0,0,1997,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,60,1,0,0,2726,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,97,2,0,0,2858,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,42,1,1,0,3795,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,115,2,0,0,2946,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,45,1,0,0,3590,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,2,1,0,3847,11-15
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,16,1,0,0,1343,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,70,2,0,0,3805,20+
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,83,2,0,0,3674,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Santa Cecília,30,1,0,0,3104,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,64,2,0,1,3632,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,38,1,0,0,3963,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,100,2,0,0,4347,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,35,1,0,1,4665,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,129,3,1,1,4765,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,52,1,0,1,6566,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,335,3,0,0,13550,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,0,0,2778,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,28,1,0,0,2159,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,42,1,0,0,2205,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,44,1,0,0,1969,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,43,2,0,0,1867,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,1,0,0,2341,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,27,1,0,1,1946,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,92,3,0,1,4194,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,28,1,0,1,1875,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,40,1,0,0,1925,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,2,0,1,3157,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,29,1,0,0,1586,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,50,2,0,1,1951,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Centro,44,1,0,0,2430,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,36,1,1,1,2154,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,58,1,0,2,2666,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,35,1,0,0,1821,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,0,1,3047,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,61,1,0,1,2659,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,32,1,0,0,2616,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,31,1,0,1,3032,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,39,1,0,0,2044,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,35,1,0,0,1255,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,35,1,0,1,2849,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,66,1,0,0,2235,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,38,1,0,1,3375,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,38,1,0,0,2215,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,39,1,0,0,2056,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Bela Vista,90,3,0,0,2493,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,55,2,0,1,2066,16-20
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,45,1,0,0,1557,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,35,1,0,1,2764,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,73,2,0,1,3037,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,35,1,0,1,2574,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,50,1,0,0,2155,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,1,2945,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,36,1,1,1,2948,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,55,3,0,1,3054,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,45,2,0,0,2797,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,27,1,0,0,1891,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,60,1,0,0,1640,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,120,2,0,0,2932,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,1,1,3259,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,88,2,0,0,2044,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,45,1,0,0,2035,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,43,1,0,0,1651,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,38,1,1,0,2044,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,70,2,0,0,2140,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Liberdade,36,1,0,0,2056,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,40,1,0,1,3984,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,36,1,0,0,3175,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Cambuci,34,1,0,0,2193,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,40,1,0,0,1745,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,0,0,2910,16-20
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,33,1,0,0,1810,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,54,1,1,0,2722,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,0,2021,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,36,1,0,0,2311,16-20
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,22,1,0,1,2184,16-20
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,27,1,0,0,1252,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,32,1,0,0,2026,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,43,1,0,0,1710,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,2,0,0,3336,16-20
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,40,1,0,0,3233,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,26,1,0,0,2258,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,23,1,0,0,1997,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,47,2,0,0,2340,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,25,1,1,0,2186,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,48,1,0,1,4178,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,56,1,1,1,3294,11-15
Não aceita,Sem mobília,Não próx.,Apartamento,Aclimação,70,2,0,1,3151,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,50,1,0,1,3659,20+
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,76,2,0,0,2122,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,22,1,0,0,2466,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,40,1,0,0,2442,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,45,1,0,0,3590,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Liberdade,46,1,1,2,3358,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,26,1,0,0,2933,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,31,1,0,1,3135,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,69,2,1,1,4999,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,100,2,2,0,3280,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,49,1,1,1,4038,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,45,1,1,2,4450,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,40,1,0,1,4195,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,54,1,1,1,4073,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,23,1,0,0,2336,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,110,3,0,1,3739,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,62,2,1,0,3733,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,2,0,1,3640,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,114,3,1,1,3665,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,150,3,0,0,4044,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,20,1,0,0,2591,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,28,1,0,0,3256,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Santa Cecília,30,1,0,0,3310,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,65,1,0,1,2446,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,27,1,0,0,3016,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,40,1,0,1,4183,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,72,2,2,2,6425,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,44,1,0,1,2394,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,44,1,0,1,2230,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,35,1,1,1,2986,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Brás,33,1,1,1,2149,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,36,1,1,1,2505,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,35,1,1,0,1301,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,40,1,0,0,2169,16-20
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,36,1,0,1,2230,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,40,1,1,1,3442,16-20
Não aceita,Sem mobília,Não próx.,Apartamento,Liberdade,39,1,0,1,2089,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,47,1,0,0,1747,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,32,1,0,0,2616,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,52,1,0,0,1510,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,35,1,0,0,1255,11-15
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,38,1,0,1,3375,0-5
