Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,floor,rent,condominium,is_condominium_included,taxes,is_taxes_included,fire_insurance,service,total
Aceita pet,Sem mobília,Não próx.,Apartamento,Mooca,147,3,3,2,3,6150,977,0,500,0,78,123,7828
Não aceita,Mobiliado,Não próx.,Apartamento,Higienópolis,39,1,1,0,16,2000,1875,0,36,0,26,,3937
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,105,4,1,2,3,6500,1659,0,400,0,83,,8642
Aceita pet,Sem mobília,Metrô próx.,Studio,Jardim Paulista,28,1,1,1,16,3000,700,0,178,0,39,,3917
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,189,3,1,0,5,3800,1890,0,453,0,49,76,6268
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,129,3,1,1,4,5800,1810,0,289,0,74,,7973
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,100,2,0,1,5,3400,1400,0,234,0,44,,5078
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,140,2,2,2,13,6200,1900,0,424,0,79,,8603
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,125,2,1,0,7,4900,1350,0,250,0,63,,6563
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,112,2,0,1,4,2800,1450,0,313,0,36,,4599
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,137,3,0,1,3,8000,1050,0,265,0,102,160,9577
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,38,1,1,1,7,2900,1300,0,159,0,37,,4396
Aceita pet,Mobiliado,Metrô próx.,Studio,Jardim Paulista,27,1,1,1,4,3400,510,0,146,0,44,,4100
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,140,2,2,0,15,7500,1200,0,940,0,96,150,9886
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,48,1,1,2,8,5500,992,0,292,0,70,,6854
Aceita pet,Mobiliado,Metrô próx.,Studio,Jardim Paulista,30,1,1,1,5,2800,1300,0,117,0,36,,4253
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,160,4,1,0,1,1878,2670,0,386,0,24,38,4996
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,106,2,2,2,1,10600,1170,0,334,0,135,,12240
Aceita pet,Mobiliado,Não próx.,Apartamento,Pacaembu,178,3,3,4,6,5000,3200,0,1834,0,64,,10100
Não aceita,Mobiliado,Metrô próx.,Apartamento,Paraíso,65,2,1,2,2,4000,2500,0,398,0,51,80,7029
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,244,3,3,2,12,5900,2600,0,515,0,75,,9090
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,200,3,0,0,,3500,,1,500,0,58,70,4128
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,81,2,1,1,2,3250,774,0,138,0,42,,4204
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,112,2,0,1,4,2800,1450,0,313,0,36,,4599
Não aceita,Mobiliado,Metrô próx.,Studio,Barra Funda,25,1,0,0,1,1500,0,0,167,0,20,,1687
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,51,1,0,1,7,2800,903,0,179,0,36,,3918
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,58,2,0,1,14,1957,493,0,0,0,25,39,2514
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,57,2,0,1,13,2600,972,0,17,0,33,,3622
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,80,2,0,0,8,1686,300,0,34,0,22,,2042
Não aceita,Mobiliado,Não próx.,Studio,Cambuci,10,1,0,0,1,960,0,0,0,0,13,19,992
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,82,2,0,1,1,2000,550,0,30,0,26,40,2646
Aceita pet,Sem mobília,Metrô próx.,Casa,Higienópolis,50,2,0,1,,2630,,1,0,0,44,,2674
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,20,1,0,0,1,920,0,0,40,0,16,18,994
Aceita pet,Sem mobília,Metrô próx.,Studio,Canindé,18,1,1,0,1,1050,70,0,40,0,14,21,1195
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,35,1,1,0,8,1700,180,0,30,0,22,34,1966
Não aceita,Sem mobília,Metrô próx.,Apartamento,Mooca,40,1,0,1,9,2100,255,0,77,0,27,42,2501
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,25,1,0,0,9,1200,196,0,0,0,16,,1412
Não aceita,Mobiliado,Metrô próx.,Studio,Barra Funda,34,1,1,1,2,1950,435,0,70,0,25,,2480
Aceita pet,Sem mobília,Não próx.,Apartamento,Paraíso,36,1,0,1,9,1920,567,0,129,0,25,38,2679
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,45,1,1,1,4,2284,700,0,129,0,29,,3142
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,50,1,0,1,1,2280,440,0,91,0,29,,2840
Não aceita,Mobiliado,Metrô próx.,Apartamento,Liberdade,117,2,0,1,5,1600,720,0,11,0,21,32,2384
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,70,2,0,0,4,1561,619,0,0,0,20,,2200
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,33,1,0,0,15,1550,275,0,0,0,20,,1845
Não aceita,Sem mobília,Não próx.,Studio,Cambuci,24,1,0,0,2,1370,150,0,0,0,18,27,1565
Não aceita,Sem mobília,Não próx.,Casa,Ipiranga,75,1,0,1,,4200,,1,0,0,70,84,4354
Não aceita,Sem mobília,Não próx.,Apartamento,Cambuci,90,2,0,1,2,1400,606,0,0,0,18,28,2052
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,1,0,0,4,1600,430,0,0,0,21,,2051
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,34,1,0,0,5,1000,347,0,45,0,13,,1405
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,60,2,0,1,10,2260,650,0,0,0,29,,2939
Aceita pet,Sem mobília,Não próx.,Apartamento,Ipiranga,78,2,0,1,5,2885,772,0,0,0,37,58,3752
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Mooca,110,2,0,1,12,1750,700,0,0,0,23,35,2508
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,32,2,0,0,4,1123,377,0,0,0,15,22,1537
Aceita pet,Sem mobília,Metrô próx.,Casa,Perdizes,240,5,0,2,,6500,,1,192,0,108,,6800
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,33,1,0,0,3,2500,500,0,7,0,32,,3039
Aceita pet,Mobiliado,Não próx.,Studio,Bom Retiro,30,1,0,0,15,1350,500,0,80,0,18,,1948
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,85,2,0,0,1,1800,570,0,0,0,23,36,2429
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,105,3,1,2,17,3300,690,0,265,0,42,66,4363
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,70,3,1,0,2,2280,602,0,0,0,29,,2911
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,50,1,0,1,8,1020,930,0,125,0,13,20,2108
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,45,1,1,1,1,2100,860,0,60,0,27,,3047
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,81,2,1,1,2,3250,774,0,138,0,42,,4204
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Guilherme,62,2,1,0,3,1600,515,0,14,0,21,,2150
Não aceita,Mobiliado,Metrô próx.,Studio,Vila Mariana,35,1,0,0,4,2700,650,0,217,0,35,54,3656
Não aceita,Mobiliado,Não próx.,Studio,Cambuci,15,1,0,0,,1256,0,0,0,0,16,25,1297
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,48,1,1,0,4,2390,440,0,0,0,31,,2861
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,30,1,1,1,4,1400,1100,0,300,0,18,,2818
Não aceita,Mobiliado,Metrô próx.,Studio,Vila Mariana,36,1,0,0,7,2800,650,0,225,0,36,56,3767
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,55,2,0,0,9,1608,557,0,0,0,21,,2186
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,110,2,1,1,10,3300,1106,0,270,0,42,,4718
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,55,1,1,2,5,4500,812,0,200,0,58,,5570
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,80,1,1,1,3,5689,800,0,0,0,73,,6562
Não aceita,Mobiliado,Metrô próx.,Studio,Paraíso,57,1,1,0,10,4000,735,0,0,0,51,80,4866
Não aceita,Mobiliado,Metrô próx.,Apartamento,Pinheiros,83,2,1,0,8,4700,1100,0,456,0,60,,6316
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,61,1,0,0,5,2655,1341,0,218,0,34,,4248
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,98,1,1,1,10,5000,1370,0,136,0,64,100,6670
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,120,3,1,2,6,2700,1350,0,159,0,35,54,4298
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,98,3,1,1,4,2800,1200,0,34,0,36,,4070
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,160,3,1,2,5,4100,1340,0,334,0,52,82,5908
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,108,4,2,2,4,5700,1134,0,609,0,73,,7516
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,110,3,1,2,6,4200,1280,0,175,0,54,,5709
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,130,3,0,1,4,2670,1263,0,115,0,34,,4082
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,4,1,2,5,5180,1600,0,500,0,66,,7346
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,86,2,0,1,12,3000,1600,0,327,0,39,,4966
Aceita pet,Mobiliado,Metrô próx.,Studio,Pinheiros,33,1,0,0,5,3800,300,0,84,0,49,,4233
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,150,3,1,1,2,11000,1480,0,317,0,140,,12940
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,160,3,1,0,12,6000,1204,0,500,0,77,,7781
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,145,2,1,2,11,3800,2200,0,500,0,49,,6549
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,212,3,1,1,3,13000,2965,0,750,0,165,,16880
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,162,3,1,1,14,6000,3100,0,534,0,77,,9711
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,110,3,1,4,15,3108,4400,0,587,0,40,,8135
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,137,3,2,2,4,6310,2189,0,629,0,80,,9208
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,202,4,3,4,5,15000,3200,0,2000,0,191,,20390
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,480,4,4,5,9,13000,6660,0,3157,0,165,,22980
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,200,3,1,3,14,8000,3000,0,667,0,102,,11770
Não aceita,Sem mobília,Não próx.,Apartamento,Higienópolis,190,3,1,1,6,5530,2238,0,725,0,71,,8564
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,365,3,3,3,15,14000,3700,0,1250,0,178,,19130
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,300,4,1,3,20,12000,2800,0,1223,0,153,,16180
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,225,3,1,2,5,8000,2460,0,737,0,102,,11300
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,160,3,1,2,6,3850,2750,0,300,0,49,,6949
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,50,1,1,1,,2050,0,0,0,0,19,41,2110
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Guilherme,50,2,0,1,2,1550,418,0,0,0,20,,1988
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,65,2,1,2,12,2734,1012,0,245,0,39,55,4085
Não aceita,Sem mobília,Não próx.,Casa,Cambuci,34,1,0,0,,822,0,0,34,0,14,16,886
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,150,3,1,1,,3000,0,0,236,0,50,60,3346
Aceita pet,Sem mobília,Não próx.,Casa,Vila Mariana,80,2,0,2,,2800,0,0,95,0,47,56,2998
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,45,2,0,1,14,1600,380,0,13,0,21,32,2046
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,42,2,0,0,11,2250,200,0,17,0,29,,2496
Não aceita,Mobiliado,Não próx.,Studio,Mooca,28,1,0,0,2,1650,,1,0,0,21,33,1712
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Guilherme,49,2,0,1,1,2130,430,0,0,0,27,,2587
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,30,1,0,0,2,1300,190,0,33,0,17,,1540
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,43,1,0,0,15,2050,,1,50,0,26,,2126
Aceita pet,Sem mobília,Metrô próx.,Casa,Higienópolis,50,2,0,1,,2630,,1,0,0,44,,2674
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,36,1,1,1,9,2200,392,0,86,0,28,,2706
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,38,1,0,1,6,1700,615,0,64,0,22,,2401
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,30,1,0,1,11,999,445,0,0,0,13,,1457
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,35,1,1,0,8,1700,180,0,30,0,22,34,1966
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,1,0,0,2,1695,120,0,112,0,22,34,1983
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,34,1,1,1,4,2650,530,0,67,0,34,,3281
Não aceita,Sem mobília,Metrô próx.,Apartamento,Perdizes,27,1,1,0,5,1830,,1,0,0,24,,1854
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,51,2,0,1,13,2950,624,0,42,0,38,,3654
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,30,1,0,1,2,1960,598,0,70,0,25,,2653
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,110,2,0,0,13,1420,700,0,0,0,18,28,2166
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,40,1,1,0,4,1400,359,0,51,0,18,,1828
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,30,1,0,0,2,750,300,0,17,0,10,15,1092
Aceita pet,Sem mobília,Não próx.,Apartamento,Aclimação,60,1,1,1,1,1950,787,0,12,0,25,39,2813
Aceita pet,Mobiliado,Não próx.,Apartamento,Vila Mariana,50,1,0,1,12,2270,940,0,0,0,29,45,3284
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,48,1,1,1,7,2200,558,0,100,0,28,44,2930
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,40,1,0,1,8,2450,825,0,152,0,32,,3459
Não aceita,Sem mobília,Não próx.,Apartamento,Perdizes,42,1,0,1,15,2000,826,0,54,0,26,,2906
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,30,1,1,0,7,950,510,0,3,0,13,,1476
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,100,3,0,1,3,2721,612,0,168,0,35,54,3590
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,40,1,1,0,9,3000,350,0,30,0,39,60,3479
Aceita pet,Sem mobília,Metrô próx.,Casa,Sumaré,225,3,2,4,,7000,0,0,1167,0,116,,8283
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,45,1,0,1,3,1955,1368,0,278,0,25,,3626
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,45,1,0,1,4,2000,1398,0,84,0,26,,3508
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,29,1,0,1,9,1800,446,0,119,0,23,,2388
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,106,2,0,1,1,4593,1165,0,315,0,18,,6091
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,63,2,0,0,12,3400,1002,0,128,0,44,,4574
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,139,3,1,2,1,5600,2354,0,777,0,71,,8802
Não aceita,Sem mobília,Não próx.,Apartamento,Perdizes,42,1,0,1,15,2000,826,0,54,0,26,,2906
Não aceita,Sem mobília,Metrô próx.,Apartamento,Perdizes,27,1,1,0,5,1830,,1,0,0,24,,1854
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,43,1,0,0,15,2050,,1,50,0,26,,2126
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,40,1,1,0,9,3000,350,0,30,0,39,60,3479
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,64,3,0,1,1,2200,500,0,0,0,28,44,2772
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,97,2,0,1,4,2600,930,0,110,0,33,52,3725
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,101,2,0,0,2,3480,862,0,125,0,45,,4512
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,74,2,1,2,11,2125,1500,0,319,0,27,43,4014
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,30,1,0,0,7,800,1507,0,173,0,11,,2491
Não aceita,Mobiliado,Metrô próx.,Apartamento,Barra Funda,70,2,1,1,6,5200,850,0,12,0,66,,6128
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,83,3,1,1,4,2400,1400,0,96,0,31,48,3975
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,83,2,0,1,10,2806,1396,0,,1,36,,4400
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,110,2,0,1,3,1977,1500,0,334,0,26,,3837
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,120,3,1,2,6,2700,1350,0,159,0,35,54,4298
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,160,3,1,2,5,4100,1340,0,334,0,52,82,5908
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,125,3,0,1,9,4300,1000,0,200,0,55,,5555
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,63,2,0,0,12,3400,1002,0,128,0,44,,4574
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,116,2,1,1,9,3600,1580,0,325,0,46,,5551
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,130,3,0,1,4,2670,1263,0,115,0,34,,4082
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,4,1,2,5,5180,1600,0,500,0,66,,7346
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,86,2,0,1,12,3000,1600,0,327,0,39,,4966
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,103,3,2,0,5,3900,1032,0,279,0,50,,5261
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,73,2,0,0,7,2200,1200,0,25,0,28,,3453
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,35,1,0,1,9,3516,800,0,125,0,45,,4486
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,40,1,0,1,1,1350,2200,0,25,0,18,,3593
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,108,3,1,1,4,5600,1470,0,225,0,71,,7366
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,122,3,1,1,9,5500,1873,0,334,0,70,,7777
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,168,1,0,1,9,12800,1800,0,334,0,163,,15100
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,70,2,1,2,9,2900,2023,0,249,0,37,,5209
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,145,2,1,2,11,3800,2200,0,500,0,49,,6549
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,200,3,1,2,9,7800,2000,0,59,0,99,,9958
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,139,3,1,2,1,5600,2354,0,777,0,71,,8802
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,244,3,3,3,1,14500,3311,0,1935,0,184,,19930
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,345,3,1,5,2,12750,4331,0,1307,0,162,,18550
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,225,3,1,2,5,8000,2460,0,737,0,102,,11300
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,106,2,0,1,1,4593,1165,0,315,0,18,,6091
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,41,2,0,0,9,1900,0,0,0,0,25,,1925
Aceita pet,Sem mobília,Não próx.,Apartamento,Mooca,80,2,0,0,1,1600,0,0,209,0,21,32,1862
Aceita pet,Sem mobília,Não próx.,Casa,Vila Mariana,80,2,0,2,,2800,0,0,95,0,47,56,2998
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,45,2,0,1,14,1600,380,0,13,0,21,32,2046
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,46,1,0,1,16,2200,600,0,67,0,28,44,2939
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,30,1,0,1,11,1510,460,0,0,0,20,,1990
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,60,1,0,0,2,1650,,1,0,0,21,33,1704
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,40,1,0,0,3,800,380,0,30,0,11,,1221
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,50,2,0,1,9,2600,804,0,148,0,33,,3585
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,41,2,0,1,16,1740,234,0,12,0,23,35,2044
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,40,1,0,0,9,1650,436,0,0,0,21,,2107
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,110,3,1,1,,3700,155,0,0,0,62,74,3991
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,1,0,0,2,1695,120,0,112,0,22,34,1983
